Country,Time,Labour force,"Private final consumption expenditure, volume","Gross fixed capital formation, total, volume","Gross domestic product, volume, market prices",Total employment (labour force survey basis),"Imports of goods and services, volume (national accounts basis)","Exports of goods and services, volume (national accounts basis)",Unemployment rate,Countryno,Consumption % per GDP,Investment % per GDP,Net exports % per GDP,Labour productivity,Labour productivity growth
Australia,1995.0,143233647133.845,8856843.48500074,8077377.21142539,173121497164.641,96452912294.5167,477832914521.174,899278775663.894,8.80072313455007,1,0.005115969784259523,0.004665727447899604,243.43935793364767,1.7948809740033416,
Australia,1995.25,142133934086.669,8939832.37494524,8188264.72399218,172400396671.831,95505231074.9862,483888387280.681,903284323162.548,8.40695462097701,1,0.005185505687647844,0.004749562577619107,243.2685446079332,1.805140877953275,0.5716202967514628
Australia,1995.5,149348485504.388,8969251.13468158,8222506.28785758,171492194606.588,95791436632.4119,485214799677.454,924098652394.369,8.32560974836071,1,0.0052301220794669446,0.00479468252576768,255.92059960731004,1.7902664438019513,-0.8240040615660305
Australia,1995.75,149563933275.098,9020134.80603909,8267100.28902484,173977911556.94,97522419998.0852,490611898520.691,924886248779.188,8.34837320291587,1,0.005184643685693947,0.004751810281570807,249.61464726880945,1.783978612921582,-0.35122318815382636
Australia,1996.0,157805354591.782,9040711.98160606,8280915.60719515,177761352488.387,100525973869.185,494922549576.307,940137452286.143,8.4041652466837,1,0.005085870384675816,0.004658445433315509,250.45652301667846,1.7683126623543963,-0.8781467700181622
Australia,1996.25,161530901257.643,9058731.64408903,8291803.74331431,181778999030.634,103593938530.501,498112750923.877,946190797369.286,8.46617309030405,1,0.004983376348420987,0.004561475081022394,246.496046757248,1.754726208977112,-0.7683286822814939
Australia,1996.5,159769828723.876,9091733.15630895,8315855.74983574,185610567697.672,103890791568.121,499317680189.013,952840507093.508,8.53387789911991,1,0.004898284224375541,0.004480270629515477,244.3410590948714,1.786593064660283,1.8160585691455067
Australia,1996.75,165269915426.698,9090588.07832929,8306985.49322146,191289080783.307,108449296032.193,503239019310.804,960155243251.065,8.61993281794203,1,0.004752277569166189,0.004342634435381936,238.86163395696244,1.763857284297384,-1.2725774443338111
Australia,1997.0,171045695916.422,9135122.00726562,8348343.03862571,198203368449.612,109860289291.173,508167740734.028,964433740786.124,8.61268156040112,1,0.004608964054810191,0.004212008657536038,230.20093130661886,1.8041402378278384,2.2837989155398475
Australia,1997.25,190902166636.55,9120101.66311164,8342981.66259315,205106223784.744,115493708332.548,516267214300.184,991888905617.734,8.52095765183993,1,0.004446526046271056,0.0040676394448902675,231.89042367466533,1.7759082009399962,-1.5648471385923512
Australia,1997.5,182330389982.785,9112508.18900576,8354366.52734289,210107022707.167,117570287171.816,523570690050.697,993194367298.749,8.31979127961249,1,0.00433707929967965,0.003976243354315026,223.51641139695832,1.7870758655213521,0.6288424466672771
Australia,1997.75,178805747464.244,9152832.74561699,8420939.7321716,213359385058.476,117355715204.462,530698354915.09,1008126986297.39,7.99635515896289,1,0.004289866481902564,0.0039468335221643286,223.767345060284,1.8180570472154034,1.7336243128666995
Australia,1998.0,176146763542.36,9177458.52918024,8459466.63446964,212450447696.4,122844537465.633,532391539906.722,1016790020244.66,7.82342837537982,1,0.004319811338922282,0.003981853992870162,228.00539400611783,1.7294252726201615,-4.875082150529497
Australia,1998.25,181826322447.976,9216530.9180822,8502301.48776419,214936512848.134,123290631165.015,541069705460.109,1027721228190.11,7.74943887961947,1,0.004288024773433563,0.003955726914473389,226.41640374702203,1.7433320830392867,0.8041290155344827
Australia,1998.5,181190012925.631,9253621.48434219,8537541.33336105,218772822092.317,123455205617.912,552145923838.728,1047554672079.53,7.73837737141938,1,0.00422978567257197,0.003902468895226121,226.448945304436,1.7720826027329173,1.6491705724538397
